name,rating,review_count,categories,price_type,address,phone
Bar Sprezzatura,4.1,221,"['Bars', 'Italian']",3.0,"300 Clay St, Ste 100, One Maritime Plaza, San Francisco, CA 94111",(628) 466-0230
Pac Heights Deli,5.0,8,"['Delis', 'Sandwiches', 'Breakfast & Brunch']",2.0,"2411 California St, San Francisco, CA 94115",(415) 400-4017
Ramenwell,4.1,461,"['Ramen', 'Izakaya', 'Hawaiian']",2.0,"3378 18th St, San Francisco, CA 94110",(415) 589-7680
Beyond Cafe,4.4,196,"['Chinese', 'Hong Kong Style Cafe', 'Noodles']",2.0,"1010 Bryant St, San Francisco, CA 94103",(415) 565-7395
Donaji ,4.6,162,"['Caterers', 'Mexican']",2.0,"3161 24th St, San Francisco, CA 94110",(415) 829-3569
Dragon Horse,4.4,155,"['Cocktail Bars', 'Izakaya', 'Sushi Bars']",2.0,"917 Folsom St, San Francisco, CA 94107",(415) 913-9890
Sohunan,4.6,105,['Chinese'],2.0,"674 Sacramento St, San Francisco, CA 94111",(415) 795-3607
Fairuz Eatery,4.8,17,['Middle Eastern'],2.0,"519 Columbus Ave, San Francisco, CA 94133",(415) 655-9151
Gott's Roadside,4.0,148,"['Burgers', 'American']",2.0,"151 Warriors Way, Ste 102, San Francisco, CA 94158",(415) 815-2992
Sociale,3.9,737,"['Italian', 'Venues & Event Spaces', 'Wine Bars']",3.0,"3665 Sacramento St, San Francisco, CA 94118",(415) 921-3200
Souvla,4.0,556,"['Greek', 'Mediterranean']",2.0,"758 Valencia St, San Francisco, CA 94110",(415) 870-3600
Breakfast at Tiffany's,4.0,1159,"['Diners', 'Breakfast & Brunch', 'American']",2.0,"2499 San Bruno Ave, San Francisco, CA 94134",(415) 468-8805
Wooly Pig,4.5,862,"['Sandwiches', 'Coffee & Tea', 'Asian Fusion']",2.0,"2295 3rd St, San Francisco, CA 94107",(415) 592-8015
Sasa Japanese restaurant,4.3,607,"['Japanese', 'Sushi Bars']",3.0,"22 Peace Plz, Ste 530, San Francisco, CA 94115",(628) 600-6945
Khob Khun Thai Cuisine & Breakfast,4.6,269,"['Breakfast & Brunch', 'Thai', 'Salad']",2.0,"3741 Geary Blvd, San Francisco, CA 94118",(415) 379-4382
La Oaxaqueña,3.9,586,['Mexican'],1.0,"2128 Mission St, San Francisco, CA 94110",(415) 621-5446
Steam Rice Roll King,3.7,31,"['Chinese', 'Coffee & Tea', 'Seafood']",2.0,"2228 Irving St, San Francisco, CA 94122",(415) 571-8739
Chic n' Time,4.8,298,"['Noodles', 'Vietnamese', 'Chinese']",2.0,"807 Valencia St, San Francisco, CA 94110",(415) 874-9757
Boho Restaurant,4.5,355,"['New American', 'Modern European', 'Seafood']",2.0,"3321 Steiner St, San Francisco, CA 94123",(415) 374-7518
Macho Tacos,4.4,7,"['Tacos', 'Food Delivery Services', 'Caterers']",2.0,"1760 Cesar Chavez St, Ste L, San Francisco, CA 94124",(415) 670-0428
Il Parco,2.5,87,"['Cafes', 'Pizza', 'Bars']",2.0,"215 Lincoln Blvd, San Francisco, CA 94129",(415) 400-4165
Buster's Cheesesteak,4.0,936,"['American', 'Cheesesteaks', 'Sandwiches']",2.0,"366 Columbus Ave, San Francisco, CA 94133",(415) 392-2800
Mixto Latin Cuisine,4.6,100,"['Peruvian', 'Latin American', 'Breakfast & Brunch']",2.0,"3914 Judah St, San Francisco, CA 94122",(628) 432-0401
Lahore di khushboo ,4.6,36,"['Food Trucks', 'Halal', 'Pakistani']",2.0,"210 Lincoln Blvd, San Francisco, CA 94129",(415) 734-1340
Macondray,4.3,186,"['Cocktail Bars', 'American']",2.0,"2209 Polk St, San Francisco, CA 94109",(415) 829-3464
Ocean Indian Cuisine,4.8,480,"['Indian', 'Himalayan/Nepalese']",2.0,"6127 Geary Blvd, San Francisco, CA 94121",(415) 751-4433
Lomo Libre Cantina,4.3,131,"['Peruvian', 'Latin American']",2.0,"1824 Irving St, San Francisco, CA 94122",(415) 571-8403
Marcello's Pizza,3.8,798,"['Pizza', 'Salad', 'Hot Dogs']",1.0,"420 Castro St, San Francisco, CA 94114",(415) 863-3900
Muguboka Restaurant,4.1,897,"['Korean', 'Salad', 'Seafood']",2.0,"401 Balboa St, San Francisco, CA 94118",(415) 668-6007
Cracked & Battered - Potrero Hill,4.4,1390,"['Breakfast & Brunch', 'Halal', 'New American']",2.0,"1434 18th St, San Francisco, CA 94107",(415) 926-8645
Yasijang,4.9,10,"['Korean', 'Tapas/Small Plates', 'Sushi Bars']",2.0,"800 Van Ness Ave, San Francisco, CA 94109",(415) 875-9783
Dumpling Union,4.1,61,['Dim Sum'],2.0,"598 Haight St, San Francisco, CA 94117",(415) 529-1226
Delarosa Downtown,3.9,1748,"['Pizza', 'Italian', 'Cocktail Bars']",2.0,"37 Yerba Buena Ln, San Francisco, CA 94103",(415) 872-7363
Voodoo Love,4.1,368,['Cajun/Creole'],2.0,"56 Belden Pl, San Francisco, CA 94104",(415) 516-9243
Aquitaine,4.1,372,"['Wine Bars', 'French']",2.0,"216 Church St, San Francisco, CA 94114",(415) 658-7863
Xian Bistro,4.2,30,['Chinese'],2.0,"2543 Noriega St, San Francisco, CA 94122",(628) 270-0966
Mochica,4.1,801,"['Peruvian', 'Cocktail Bars', 'Breakfast & Brunch']",2.0,"1469 18th St, San Francisco, CA 94107",(415) 278-0480
Chouquet's,3.4,745,"['French', 'Coffee & Tea', 'Bars']",2.0,"2500 Washington St, San Francisco, CA 94115",(415) 359-0075
Breakfast Little,4.7,520,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']",2.0,"3275 22nd St, San Francisco, CA 94110",(415) 619-8686
Blackwood,4.2,2148,"['Thai', 'Breakfast & Brunch', 'Asian Fusion']",2.0,"2150 Chestnut St, San Francisco, CA 94123",(415) 931-9663
Saru Handroll Bar,4.3,152,"['Sushi Bars', 'Japanese', 'Seafood']",3.0,"2206 Polk St, San Francisco, CA 94109",(415) 875-9798
707 Sutter,3.9,954,['Korean'],2.0,"707 Sutter St, San Francisco, CA 94109",(415) 346-7979
Yoma Cafe,4.6,155,"['Bubble Tea', 'Japanese Curry', 'Sushi Bars']",1.0,"1518 Irving St, San Francisco, CA 94122",(415) 742-4360
Aaha Indian Cuisine,4.6,159,['Indian'],2.0,"3316 17th St, San Francisco, CA 94110",(415) 814-2049
Dumpling Kitchen,4.7,34,"['Noodles', 'Dim Sum']",2.0,"3913 24th St, San Francisco, CA 94114",(415) 282-4969
Doppio Zero San Francisco,3.9,623,"['Pizza', 'Italian']",2.0,"395 Hayes St, San Francisco, CA 94102",(415) 624-3634
Dumpling Bites,4.2,59,"['Noodles', 'Soup', 'Chinese']",2.0,"1556 Noriega St, San Francisco, CA 94122",(415) 223-1888
Old Skool Cafe,4.6,645,"['Soul Food', 'American']",2.0,"1429 Mendell St, San Francisco, CA 94124",(415) 822-8531
Sancha Sushi,4.6,68,"['Sushi Bars', 'Japanese']",2.0,"253 Church St, San Francisco, CA 94114",(415) 874-9335
Barrio Ghirardelli Square,3.9,208,"['Mexican', 'Cocktail Bars']",2.0,"900 North Point, San Francisco, CA 94109",(415) 741-2000
Californios,4.6,417,['Mexican'],4.0,"355 11th St, San Francisco, CA 94103",(415) 757-0994
Serafina,4.6,140,['Italian'],3.0,"1701 Jones St, San Francisco, CA 94109",(415) 874-1936
Tuba,4.3,1190,"['Mediterranean', 'Wine Bars', 'Greek']",2.0,"1007 Guerrero St, San Francisco, CA 94110",(415) 826-8822
Son & Garden,4.2,1488,"['Breakfast & Brunch', 'New American', 'Cocktail Bars']",2.0,"700 Polk St, San Francisco, CA 94109",(415) 913-7404
Ping Yang Thai Grill & Dessert,4.3,213,"['Thai', 'Desserts']",2.0,"955 Larkin St, San Francisco, CA 94109",(415) 792-6899
Momo Noodle - Saluhall,4.2,141,"['Noodles', 'Food Trucks', 'Szechuan']",2.0,"945 Market St, San Francisco, CA 94103",(408) 800-6819
Newkirk's,4.7,188,['Sandwiches'],2.0,"1002 Potrero Ave, San Francisco, CA 94110",(415) 962-7695
Tonton Restaurant,4.2,171,"['Ramen', 'Japanese Curry']",2.0,"422 Geary St, San Francisco, CA 94102",(415) 874-9664
Mini Potstickers,4.7,20,['Chinese'],2.0,"1639 Polk St, San Francisco, CA 94109",(415) 796-3071
Montecristo Restaurant 2,4.4,53,['Salvadoran'],2.0,"3723 Mission St, San Francisco, CA 94110",(415) 641-6272
Peaches Patties,4.5,174,['Caribbean'],2.0,"1 Ferry Building, Ste 50, San Francisco, CA 94111",(415) 562-7589
Sweet Lime Thai Cuisine,4.0,610,['Thai'],2.0,"2100 Sutter St, San Francisco, CA 94115",(415) 674-7515
Super Duper Burgers,4.0,1447,"['Burgers', 'American']",2.0,"2304 Market St, San Francisco, CA 94114",(415) 558-8123
Gentilly,4.3,293,"['Southern', 'New American', 'Cajun/Creole']",2.0,"4826 Mission St, San Francisco, CA 94112",(415) 859-5633
Colombians Food Factory,4.2,6,"['Colombian', 'Food Trucks']",2.0,"1233 Folsom St, San Francisco, CA 94103",(415) 465-9063
Souvla,4.0,225,"['Greek', 'Mediterranean']",2.0,"2272 Chestnut St, San Francisco, CA 94123",(415) 680-9400
Hot Zushi,4.6,196,"['Japanese', 'Sushi Bars']",2.0,"531 Haight St, San Francisco, CA 94117",(415) 863-8638
Hi Tops,3.8,468,"['Sports Bars', 'New American', 'Gay Bars']",2.0,"2247 Market St, San Francisco, CA 94114",(415) 551-2500
Farm : Table,4.0,1859,"['Coffee & Tea', 'Breakfast & Brunch']",2.0,"754 Post St, San Francisco, CA 94109",(415) 300-5652
Home Plate,3.9,1615,['Breakfast & Brunch'],2.0,"2150 Lombard St, San Francisco, CA 94123",(415) 922-4663
Gery’s Deli Cafe,5.0,9,"['Coffee & Tea', 'Peruvian', 'Sandwiches']",2.0,"200 6th Ave, San Francisco, CA 94118",(415) 702-6333
Eat Americana,4.5,351,"['American', 'Breakfast & Brunch', 'Sandwiches']",2.0,"3532 Balboa St, San Francisco, CA 94121",(415) 387-2893
Tiny Sushi - Oh Baby,4.8,422,"['Sushi Bars', 'Japanese', 'Vegetarian']",2.0,"32 Park Plaza Dr, Daly City, CA 94015",(650) 755-2288
Local Tap,4.2,268,"['Sports Bars', 'American', 'Sandwiches']",2.0,"600 3rd St, San Francisco, CA 94107",(415) 814-2257
BAOZ,4.4,105,"['Asian Fusion', 'Comfort Food']",2.0,"1750 Cesar Chavez, Unit D, San Francisco, CA 94124",(415) 992-8280
Umi,4.0,644,"['Japanese', 'Sushi Bars']",2.0,"1328 18th St, San Francisco, CA 94107",(415) 355-1328
The Halal Guys,3.4,961,"['Halal', 'Middle Eastern', 'Mediterranean']",2.0,"336 O'Farrell St, San Francisco, CA 94102",(415) 549-3454
Astra,3.9,14,['American'],2.0,"125 Third St, San Francisco, CA 94105",(415) 284-4188
El Mil Amores Restaurant,4.8,133,"['Breakfast & Brunch', 'Mexican', 'Burgers']",2.0,"2780 21st, San Francisco, CA 94110",(415) 866-4121
Uva Enoteca,3.9,998,"['Italian', 'Pizza']",2.0,"568 Haight St, San Francisco, CA 94117",(415) 829-2024
Cafe RX,4.3,145,"['Breakfast & Brunch', 'Sandwiches', 'Cafes']",2.0,"1013 Torney Ave, Thoreau Center in the Presidio, San Francisco, CA 94129",(415) 561-2273
Mini Potstickers,4.1,120,['Chinese'],2.0,"2045 Irving St, San Francisco, CA 94122",(415) 742-4681
Arizmendi Bakery,4.5,2269,"['Bakeries', 'Pizza']",1.0,"1331 9th Ave, San Francisco, CA 94122",(415) 566-3117
Nute's,4.3,367,"['Thai', 'Noodles', 'Ramen']",2.0,"903 Cortland Ave, San Francisco, CA 94110",(415) 260-0192
Thriller Social Club,4.3,202,"['Bars', 'Arcades', 'New American']",2.0,"508 4th St, San Francisco, CA 94107",(415) 706-6568
Loltún Restaurant,4.3,22,['Mexican'],2.0,"2471 Mission St, San Francisco, CA 94110",(415) 817-1286
"La Boulangerie de San Francisco, Pine",4.3,845,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",1.0,"2325 Pine St, San Francisco, CA 94115",(415) 440-0356
Hot Sauce and Panko,4.4,1349,"['Chicken Wings', 'Waffles', 'Sandwiches']",2.0,"1468 Hyde St, San Francisco, CA 94109",(415) 359-1908
DragonEats,4.3,479,['Vietnamese'],1.0,"555 Folsom St, San Francisco, CA 94105",(415) 795-1169
Brioche Bakery & Cafe,4.0,152,"['Breakfast & Brunch', 'French', 'Wine Bars']",2.0,"1640 Haight St, San Francisco, CA 94117",(415) 913-7940
Q's Sandwich Shop,4.8,71,"['Sandwiches', 'Salad', 'Soup']",2.0,"258 Divisadero St, San Francisco, CA 94117",(415) 757-0112
Wolfes Lunch,4.0,142,"['Japanese', 'Korean', 'American']",1.0,"1220 16th St, San Francisco, CA 94107",(415) 621-3684
Sumac,4.7,285,"['Mediterranean', 'Wraps', 'Comfort Food']",2.0,"1096 Union St, San Francisco, CA 94133",(415) 307-6141
Salmon Bar Sushi and Grill,4.7,127,"['Seafood', 'Japanese', 'Wine Bars']",2.0,"3214 16th St, San Francisco, CA 94103",(628) 213-4221
The Kezar Pub,3.8,769,"['Pubs', 'Sports Bars', 'American']",2.0,"770 Stanyan St, San Francisco, CA 94117",(415) 386-9292
Wabi-Sabi SF At Soma,4.7,211,"['Japanese', 'Sushi Bars']",2.0,"246 Ritch St, Unit 101, San Francisco, CA 94107",(415) 400-4172
Bouche,4.3,933,['French'],3.0,"603 Bush St, San Francisco, CA 94108",(415) 956-0396
Wen’s Kitchen,4.2,29,['Szechuan'],2.0,"1150 Polk St, San Francisco, CA 94109",(415) 771-6888
Pork Store Cafe,4.0,1456,"['Breakfast & Brunch', 'Coffee & Tea', 'New American']",2.0,"1451 Haight St, San Francisco, CA 94117",(415) 864-6981
Castro Tarts,4.2,334,"['Vietnamese', 'Breakfast & Brunch', 'Sandwiches']",1.0,"564 Castro St, San Francisco, CA 94114",(415) 861-3268
Tarragon Cafe,4.5,112,['Cafes'],2.0,"200 Fillmore St, San Francisco, CA 94117",(415) 624-3318
Acquolina,3.9,742,"['Pizza', 'Italian', 'Wine Bars']",2.0,"1600 Stockton St, San Francisco, CA 94133",(415) 781-0331
Sam's,3.9,770,"['American', 'Burgers', 'Pizza']",2.0,"618 Broadway, San Francisco, CA 94133",(415) 391-1539
Native Burger,4.5,327,['Burgers'],2.0,"3420 Geary Blvd, San Francisco, CA 94118",(415) 682-4197
Terzo,4.2,698,"['Mediterranean', 'Tapas/Small Plates']",3.0,"3011 Steiner St, San Francisco, CA 94123",(415) 441-3200
Shoshin Sushi,4.8,74,"['Japanese', 'Sushi Bars']",2.0,"2450 Clement St, San Francisco, CA 94121",(415) 386-8008
Osteria Bella,4.3,155,"['Italian', 'Cocktail Bars', 'Gelato']",2.0,"3848 Geary Blvd, San Francisco, CA 94118",(415) 221-0305
Pagan Restaurant,4.0,606,"['Thai', 'Burmese']",2.0,"3199 Clement St, San Francisco, CA 94121",(415) 751-2598
Next Level Burger,4.2,314,"['Burgers', 'American', 'Vegan']",2.0,"450 Rhode Island St, Whole Foods Market 365, San Francisco, CA 94107",(415) 358-1100
Foreign Cinema,4.0,5574,"['Breakfast & Brunch', 'Mediterranean', 'Cocktail Bars']",3.0,"2534 Mission St, San Francisco, CA 94110",(415) 648-7600
4505 Burgers & BBQ - San Francisco,3.4,1952,"['Barbeque', 'Burgers', 'Sandwiches']",2.0,"705 Divisadero St, San Francisco, CA 94117",(415) 231-6993
Champa Garden,3.9,1032,"['Laotian', 'Asian Fusion', 'Thai']",2.0,"613 Faxon Ave, San Francisco, CA 94112",(415) 349-4186
Luisa's Restaurant,4.7,90,"['Italian', 'Wine Bars', 'Pizza']",2.0,"1001 Guerrero St, San Francisco, CA 94110",(415) 800-7544
The Sycamore,3.9,814,"['Gastropubs', 'Bars']",2.0,"2140 Mission St, San Francisco, CA 94110",(415) 252-7704
Pacific Catch,4.1,1757,"['Seafood', 'Sushi Bars', 'Tacos']",2.0,"2027 Chestnut St, San Francisco, CA 94123",(415) 440-1950
Yummy Yummy,4.1,1591,"['Vietnamese', 'Chinese', 'Noodles']",2.0,"1015 Irving St, San Francisco, CA 94122",(415) 566-4722
Portofino,4.6,311,"['Seafood', 'Salad', 'Sandwiches']",2.0,"1318 Grant Ave, San Francisco, CA 94133",(415) 400-5776
Katsuya,4.2,254,['Japanese'],2.0,"380 Bush St, San Francisco, CA 94104",(415) 757-0404
District San Francisco,3.8,1224,"['Wine Bars', 'Tapas/Small Plates', 'Whiskey Bars']",2.0,"216 Townsend St, San Francisco, CA 94107",(415) 896-2120
Pistachio Kitchen,4.8,33,"['Breakfast & Brunch', 'Salad', 'Soup']",2.0,"1535 Franklin St, San Francisco, CA 94109",(415) 657-6007
SoHoMei,4.2,36,['Chinese'],2.0,"1240 Noriega St, San Francisco, CA 94122",(415) 564-8818
G&Y Bakery Restaurant,4.3,183,"['Coffee & Tea', 'Chinese']",2.0,"881 Clay St, San Francisco, CA 94108",(415) 291-8688
Sushirrito,3.9,1657,"['Japanese', 'Sushi Bars', 'Asian Fusion']",2.0,"226 Kearny St, San Francisco, CA 94108",(415) 544-9868
Paula's Cafe,4.7,93,"['Breakfast & Brunch', 'Cafes', 'Latin American']",2.0,"488 Haight St, San Francisco, CA 94117",(415) 865-0522
Trattoria Contadina,4.2,1491,['Italian'],2.0,"1800 Mason St, San Francisco, CA 94133",(415) 982-5728
Kuker,4.8,22,"['Bulgarian', 'Food Trucks']",2.0,"900 Avenue D, San Francisco, CA 94130",(415) 341-4143
Pacific Cafe,4.1,836,['Seafood'],3.0,"7000 Geary Blvd, San Francisco, CA 94121",(415) 387-7091
Chong Qing Xiao Mian,4.1,1264,"['Noodles', 'Szechuan']",2.0,"915 Kearny St, San Francisco, CA 94133",(415) 983-0888
Lou's Cafe,4.4,1886,"['Coffee & Tea', 'Sandwiches', 'Salad']",2.0,"5017 Geary Blvd, San Francisco, CA 94118",(415) 379-4429
Underdogs Cantina,4.0,129,"['Mexican', 'Breakfast & Brunch', 'Sports Bars']",2.0,"128 King St, San Francisco, CA 94107",(415) 416-6873
Noriega Cafe,3.9,119,"['Chinese', 'Seafood', 'Noodles']",2.0,"1245 Noriega St, San Francisco, CA 94122",(415) 702-6218
Members Only,4.1,151,"['Cocktail Bars', 'Lounges', 'New American']",2.0,"1000 Larkin St, San Francisco, CA 94109",(415) 320-8399
Il Casaro Pizzeria & Mozzarella Bar -  Castro,4.1,254,"['Italian', 'Pizza', 'Cocktail Bars']",2.0,"235 Church St, San Francisco, CA 94114",(415) 875-9421
B Star,4.1,2120,"['Burmese', 'Asian Fusion', 'Breakfast & Brunch']",2.0,"127 Clement St, San Francisco, CA 94118",(415) 933-9900
Go Go 7,4.5,472,['Korean'],2.0,"1300 Ocean Ave, San Francisco, CA 94112",(415) 333-4344
Kora Restaurant,4.8,4,"['New Mexican Cuisine', 'Seafood']",2.0,"2801 Folsom St, San Francisco, CA 94110",(415) 400-4726
Volcano,4.1,1397,['Japanese Curry'],2.0,"5454 Geary Blvd, San Francisco, CA 94121",(415) 752-7671
Saap Ver Authentic Thai Cuisine,4.0,773,"['Thai', 'Noodles', 'Laotian']",2.0,"88 Division St, San Francisco, CA 94103",(415) 255-8188
Cassava,4.0,1104,"['New American', 'French', 'Venues & Event Spaces']",3.0,"401 Columbus Ave, San Francisco, CA 94133",(415) 640-8990
Kung Food,4.2,677,"['Chinese', 'Gluten-Free', 'Vegetarian']",2.0,"1615 McAllister St, San Francisco, CA 94115",(415) 673-6688
Jasmin's,4.9,74,"['Breakfast & Brunch', 'Burgers', 'Fast Food']",2.0,"809 Bush St, San Francisco, CA 94108",(415) 484-8911
Hoi An 1608 Vietnamese Restaurant,4.3,184,['Vietnamese'],2.0,"1608 Polk St, San Francisco, CA 94109",(415) 888-8870
Old Jerusalem Restaurant,4.2,1232,"['Mediterranean', 'Halal', 'Kebab']",2.0,"2966 Mission St, San Francisco, CA 94110",(415) 642-5958
DragonEats,4.4,533,"['Vietnamese', 'Sandwiches']",1.0,"520 Gough St, San Francisco, CA 94102",(415) 795-1469
Rocketbird,4.2,57,['American'],2.0,"1030 Illinois St, San Francisco, CA 94107",(415) 965-4947
Luke's Lobster SoMa,3.8,561,"['Seafood', 'Soup', 'Sandwiches']",2.0,"92 2nd St, San Francisco, CA 94105",(415) 658-7443
Smokin D’s BBQ,4.6,20,"['Barbeque', 'Pop-Up Restaurants', 'Breakfast & Brunch']",2.0,"501 Buckingham Way, San Francisco, CA 94132",(415) 349-3491
Rose Indian Cuisine,4.7,573,"['Indian', 'Himalayan/Nepalese']",2.0,"1386 9th Ave, San Francisco, CA 94122",(415) 213-5654
Aliment,4.0,882,"['New American', 'Breakfast & Brunch', 'Cocktail Bars']",2.0,"786 Bush St, San Francisco, CA 94108",(415) 829-2737
My Father's Kitchen,3.5,539,['Vietnamese'],2.0,"1655 Divisadero St, San Francisco, CA 94115",(415) 829-2610
Matador,3.9,958,"['Mexican', 'Cocktail Bars']",2.0,"679 Sutter St, San Francisco, CA 94102",(415) 525-3557
Las Katrina’s,5.0,2,"['Mexican', 'Salad', 'Soup']",2.0,"2101 Lombard St, San Francisco, CA 94123",(415) 757-0925
Sister Mother Crone,5.0,2,['Pop-Up Restaurants'],2.0,"900 Marin St, San Francisco, CA 94124",(415) 301-4355
Hai Ky Noodles,4.3,1214,"['Chinese', 'Vietnamese', 'Noodles']",2.0,"707 Ellis St, San Francisco, CA 94109",(415) 771-2577
Plain Jane,4.4,626,['Breakfast & Brunch'],2.0,"1000 Guerrero St, San Francisco, CA 94110",(415) 654-5270
Blue Barn-Polk,3.8,632,"['Salad', 'Delis', 'Sandwiches']",2.0,"2237 Polk St, San Francisco, CA 94109",(415) 655-9438
California Shellfish Company,5.0,2,"['Seafood', 'Seafood Markets']",2.0,"420 Jefferson St, San Francisco, CA 94109",(415) 775-9241
Super Pan,4.0,425,"['Teppanyaki', 'Ramen', 'Hot Pot']",2.0,"5344 Geary Blvd, San Francisco, CA 94121",(415) 668-5344
Slice House by Tony Gemignani,4.2,409,"['Salad', 'Pizza', 'Italian']",2.0,"1535 Haight St, San Francisco, CA 94117",(415) 552-2520
Garaje,4.3,1759,"['Mexican', 'Burgers', 'Beer Bar']",2.0,"475 3rd St, San Francisco, CA 94107",(415) 644-0838
Sons & Daughters,4.2,791,['New American'],4.0,"708 Bush St, San Francisco, CA 94108",(415) 994-7933
The Pink Elephant,3.8,1868,"['Breakfast & Brunch', 'Cocktail Bars', 'Champagne Bars']",3.0,"142 Minna St, San Francisco, CA 94105",(415) 872-9379
The Soup,3.8,103,['Soup'],2.0,"2315 Irving St, San Francisco, CA 94122",(415) 463-6099
AyDea,5.0,14,"['Coffee & Tea', 'Russian', 'Bakeries']",2.0,"799 Bryant St, San Francisco, CA 94107",(415) 875-9029
Mandalay,4.1,2471,"['Burmese', 'Asian Fusion']",2.0,"4348 California St, San Francisco, CA 94118",(415) 386-3896
1428 Haight Patio Cafe & Crepery,4.2,500,"['American', 'Creperies', 'Breakfast & Brunch']",2.0,"1428 Haight St, San Francisco, CA 94117",(415) 864-8484
Beach Chalet Brewery and Restaurant,3.1,3463,"['Breweries', 'American', 'Breakfast & Brunch']",2.0,"1000 Great Hwy, San Francisco, CA 94121",(415) 386-8439
QingShu,3.8,141,"['Noodles', 'Chinese', 'Soup']",2.0,"816 Irving St, San Francisco, CA 94122",(415) 702-6255
Magic Flute Ristorante,3.9,652,"['Italian', 'Breakfast & Brunch', 'Seafood']",2.0,"3673 Sacramento St, San Francisco, CA 94118",(415) 922-1225
Café de Olla,4.8,82,"['Coffee & Tea', 'Mexican']",2.0,"3388 19th St, San Francisco, CA 94110",(415) 678-5150
Flour + Water,3.8,2658,"['Italian', 'Pizza']",3.0,"2401 Harrison St, San Francisco, CA 94110",(415) 826-7000
ONE65 Bistro,4.5,133,"['New American', 'French', 'Bars']",3.0,"165 O'Farrell St, Fl 3, San Francisco, CA 94102",(415) 814-8888
Rocco's Café,4.0,1145,"['Italian', 'American', 'Breakfast & Brunch']",2.0,"1131 Folsom St, San Francisco, CA 94103",(415) 554-0522
Le Soleil,4.1,595,['Vietnamese'],2.0,"133 Clement St, San Francisco, CA 94118",(415) 668-4848
La Playa Seafood SF,4.8,16,"['Seafood', 'Breakfast & Brunch']",2.0,"2331 Mission St, San Francisco, CA 94110",(415) 796-3089
Foghorn Taproom,4.1,82,"['Chicken Wings', 'Sports Bars', 'Chicken Shop']",2.0,"534 Irving St, San Francisco, CA 94122",(415) 592-2341
Parton The Interruption,5.0,2,"['Burgers', 'Food Delivery Services', 'Fast Food']",2.0,"475 6th St, k8, San Francisco, CA 94103",(510) 387-9019
Saffron Grill,4.0,563,"['Indian', 'Beer, Wine & Spirits', 'Vegetarian']",2.0,"1279 Fulton St, San Francisco, CA 94117",(415) 567-5100
Kuma Sushi + Sake,4.5,512,"['Sushi Bars', 'Japanese']",3.0,"1040 Polk St, San Francisco, CA 94109",(415) 962-7400
Kingbob,4.7,174,['Korean'],1.0,"645 Clay St, San Francisco, CA 94111",(415) 658-7191
Iggy's Place,4.8,46,"['Sandwiches', 'Salad', 'Breakfast & Brunch']",2.0,"3519 Balboa St, San Francisco, CA 94121",(415) 425-7795
El Fuego,4.7,202,"['Mexican', 'Food Trucks', 'Sandwiches']",2.0,"768 Sansome St, San Francisco, CA 94111",(415) 465-9395
RT Rotisserie,4.2,683,"['Salad', 'Soup', 'Sandwiches']",2.0,"101 Oak St, San Francisco, CA 94102",(415) 355-9085
Alamo Square Seafood Grill,3.9,734,['Seafood'],2.0,"803 Fillmore St, San Francisco, CA 94117",(415) 440-2828
Perilla,3.8,222,['Vietnamese'],2.0,"525 Haight St, San Francisco, CA 94117",(415) 872-6718
Mi Lindo Perú,4.1,792,['Peruvian'],2.0,"3226 Mission St, San Francisco, CA 94110",(415) 642-4897
Aceking BBQ,4.2,152,"['Chinese', 'Barbeque', 'Noodles']",1.0,"1820 Clement St, San Francisco, CA 94121",(415) 864-9374
Mr Pollo,4.4,683,['New American'],3.0,"2823 Mission St, San Francisco, CA 94110",(860) 912-9168
Bearing West,4.7,88,"['Venues & Event Spaces', 'Seafood', 'Cocktail Bars']",2.0,"2325 Taraval St, San Francisco, CA 94116",(415) 742-4515
Pica Pica Arepa Kitchen,3.9,1678,"['Gluten-Free', 'Latin American']",2.0,"401 Valencia St, San Francisco, CA 94103",(415) 400-5453
Louie's Original,3.6,56,"['Burgers', 'Wine Bars', 'Sandwiches']",2.0,"1685 Mariposa St, San Francisco, CA 94107",(628) 221-0221
The New Spot On Polk,4.4,915,"['Breakfast & Brunch', 'Diners', 'Bars']",2.0,"2401 Polk St, San Francisco, CA 94109",(415) 913-7775
Che Fico,3.7,787,"['Italian', 'New American']",4.0,"838 Divisadero St, San Francisco, CA 94117",(415) 416-6959
Hungry Cafe,4.5,14,"['Cafes', 'Breakfast & Brunch', 'Desserts']",2.0,"1550 Evans Ave, San Francisco, CA 94124",(415) 448-7430
Top SF BBQ,3.5,153,"['Barbeque', 'Chinese']",2.0,"2311 Clement St, San Francisco, CA 94121",(415) 571-8201
Cafe Europa,4.4,587,"['German', 'Polish', 'Modern European']",2.0,"4318 California St, San Francisco, CA 94118",(415) 386-1000
Oasis Grill,4.1,1345,"['Middle Eastern', 'Mediterranean', 'Halal']",2.0,"91 Drumm St, San Francisco, CA 94111",(415) 781-0313
Original Joe's Westlake,3.9,2100,"['American', 'Italian', 'Cocktail Bars']",2.0,"11 Glenwood Ave, Daly City, CA 94015",(650) 755-7400
Rin's Thai Restaurant,3.8,408,"['Thai', 'Asian Fusion', 'Laotian']",2.0,"4301 24th St, San Francisco, CA 94114",(415) 821-4776
