name,rating,review_count,price,categories,address,latitude,longitude,phone,url
Tejas Forever,4.0,4,,['Mexican'],"2251 Market St, San Francisco, CA 94114",37.764908605478794,-122.43184715509416,,https://www.yelp.com/biz/tejas-forever-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
707 Sutter,3.9,954,$$,['Korean'],"707 Sutter St, San Francisco, CA 94109",37.7886616504901,-122.412151023746,(415) 346-7979,https://www.yelp.com/biz/707-sutter-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Yoma Cafe,4.6,155,$,"['Bubble Tea', 'Japanese Curry', 'Sushi Bars']","1518 Irving St, San Francisco, CA 94122",37.763876,-122.474333,(415) 742-4360,https://www.yelp.com/biz/yoma-cafe-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Aaha Indian Cuisine,4.6,159,$$,['Indian'],"3316 17th St, San Francisco, CA 94110",37.76358295168556,-122.42004,(415) 814-2049,https://www.yelp.com/biz/aaha-indian-cuisine-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dumpling Kitchen,4.7,34,,"['Noodles', 'Dim Sum']","3913 24th St, San Francisco, CA 94114",37.751464269196,-122.4300389,(415) 282-4969,https://www.yelp.com/biz/dumpling-kitchen-san-francisco-8?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Doppio Zero San Francisco,3.9,623,$$,"['Pizza', 'Italian']","395 Hayes St, San Francisco, CA 94102",37.7768119,-122.4228144,(415) 624-3634,https://www.yelp.com/biz/doppio-zero-san-francisco-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dumpling Bites,4.2,59,,"['Noodles', 'Soup', 'Chinese']","1556 Noriega St, San Francisco, CA 94122",37.754224,-122.480432,(415) 223-1888,https://www.yelp.com/biz/dumpling-bites-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Old Skool Cafe,4.6,645,$$,"['Soul Food', 'American']","1429 Mendell St, San Francisco, CA 94124",37.734266,-122.390515,(415) 822-8531,https://www.yelp.com/biz/old-skool-cafe-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sancha Sushi,4.6,68,,"['Sushi Bars', 'Japanese']","253 Church St, San Francisco, CA 94114",37.76678,-122.42852,(415) 874-9335,https://www.yelp.com/biz/sancha-sushi-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Barrio Ghirardelli Square,3.9,208,$$,"['Mexican', 'Cocktail Bars']","900 North Point, San Francisco, CA 94109",37.80598625676592,-122.42294772194066,(415) 741-2000,https://www.yelp.com/biz/barrio-ghirardelli-square-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Californios,4.6,417,$$$$,['Mexican'],"355 11th St, San Francisco, CA 94103",37.77129677198642,-122.4131810740248,(415) 757-0994,https://www.yelp.com/biz/californios-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Serafina,4.6,140,$$$,['Italian'],"1701 Jones St, San Francisco, CA 94109",37.796928,-122.415427,(415) 874-1936,https://www.yelp.com/biz/serafina-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
La Arepa,4.1,8,,['Latin American'],"3196 16th St, San Francisco, CA 94103",37.76496201837632,-122.4239431388921,,https://www.yelp.com/biz/la-arepa-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Tuba,4.3,1190,$$,"['Mediterranean', 'Wine Bars', 'Greek']","1007 Guerrero St, San Francisco, CA 94110",37.754906,-122.422955,(415) 826-8822,https://www.yelp.com/biz/tuba-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Son & Garden,4.2,1488,$$,"['Breakfast & Brunch', 'New American', 'Cocktail Bars']","700 Polk St, San Francisco, CA 94109",37.783401,-122.419041,(415) 913-7404,https://www.yelp.com/biz/son-and-garden-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Ping Yang Thai Grill & Dessert,4.3,213,$$,"['Thai', 'Desserts']","955 Larkin St, San Francisco, CA 94109",37.786934,-122.418521,(415) 792-6899,https://www.yelp.com/biz/ping-yang-thai-grill-and-dessert-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Momo Noodle - Saluhall,4.2,141,$$,"['Noodles', 'Food Trucks', 'Szechuan']","945 Market St, San Francisco, CA 94103",37.78306356889072,-122.4086321,(408) 800-6819,https://www.yelp.com/biz/momo-noodle-saluhall-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Newkirk's,4.7,188,$$,['Sandwiches'],"1002 Potrero Ave, San Francisco, CA 94110",37.756,-122.406912,(415) 962-7695,https://www.yelp.com/biz/newkirks-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Tonton Restaurant,4.2,171,$$,"['Ramen', 'Japanese Curry']","422 Geary St, San Francisco, CA 94102",37.7871590426735,-122.410354949534,(415) 874-9664,https://www.yelp.com/biz/tonton-restaurant-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Mini Potstickers,4.7,20,,['Chinese'],"1639 Polk St, San Francisco, CA 94109",37.79201287909807,-122.4212535,(415) 796-3071,https://www.yelp.com/biz/mini-potstickers-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Montecristo Restaurant 2,4.4,53,$$,['Salvadoran'],"3723 Mission St, San Francisco, CA 94110",37.7367887814527,-122.424182407558,(415) 641-6272,https://www.yelp.com/biz/montecristo-restaurant-2-san-francisco-5?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Peaches Patties,4.5,174,$$,['Caribbean'],"1 Ferry Building, Ste 50, San Francisco, CA 94111",37.79535693578735,-122.39263493862305,(415) 562-7589,https://www.yelp.com/biz/peaches-patties-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sweet Lime Thai Cuisine,4.0,610,$$,['Thai'],"2100 Sutter St, San Francisco, CA 94115",37.7860027535405,-122.435123975131,(415) 674-7515,https://www.yelp.com/biz/sweet-lime-thai-cuisine-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Super Duper Burgers,4.0,1447,$$,"['Burgers', 'American']","2304 Market St, San Francisco, CA 94114",37.7640664069841,-122.43372956729092,(415) 558-8123,https://www.yelp.com/biz/super-duper-burgers-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Gentilly,4.3,293,$$,"['Southern', 'New American', 'Cajun/Creole']","4826 Mission St, San Francisco, CA 94112",37.7209412091022,-122.437894270089,(415) 859-5633,https://www.yelp.com/biz/gentilly-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Colombians Food Factory,4.2,6,$$,"['Colombian', 'Food Trucks']","1233 Folsom St, San Francisco, CA 94103",37.774376,-122.41042,(415) 465-9063,https://www.yelp.com/biz/colombians-food-factory-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Souvla,4.0,225,$$,"['Greek', 'Mediterranean']","2272 Chestnut St, San Francisco, CA 94123",37.80038,-122.44092,(415) 680-9400,https://www.yelp.com/biz/souvla-san-francisco-9?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Hot Zushi,4.6,196,$$,"['Japanese', 'Sushi Bars']","531 Haight St, San Francisco, CA 94117",37.7718463870564,-122.430961020291,(415) 863-8638,https://www.yelp.com/biz/hot-zushi-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Hi Tops,3.8,468,$$,"['Sports Bars', 'New American', 'Gay Bars']","2247 Market St, San Francisco, CA 94114",37.764907,-122.431678,(415) 551-2500,https://www.yelp.com/biz/hi-tops-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Schlok’s,3.9,256,,"['Bagels', 'Coffee & Tea', 'Sandwiches']","1263 Fell St, San Francisco, CA 94117",37.773767,-122.438679,,https://www.yelp.com/biz/schlok-s-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Farm : Table,4.0,1859,$$,"['Coffee & Tea', 'Breakfast & Brunch']","754 Post St, San Francisco, CA 94109",37.78768,-122.414339,(415) 300-5652,https://www.yelp.com/biz/farm-table-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Home Plate,3.9,1615,$$,['Breakfast & Brunch'],"2150 Lombard St, San Francisco, CA 94123",37.79990506085279,-122.4371697,(415) 922-4663,https://www.yelp.com/biz/home-plate-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Gery’s Deli Cafe,5.0,9,,"['Coffee & Tea', 'Peruvian', 'Sandwiches']","200 6th Ave, San Francisco, CA 94118",37.784653458905105,-122.4644038,(415) 702-6333,https://www.yelp.com/biz/gery-s-deli-cafe-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Eat Americana,4.5,351,$$,"['American', 'Breakfast & Brunch', 'Sandwiches']","3532 Balboa St, San Francisco, CA 94121",37.7758785,-122.4966642,(415) 387-2893,https://www.yelp.com/biz/eat-americana-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Tiny Sushi - Oh Baby,4.8,422,,"['Sushi Bars', 'Japanese', 'Vegetarian']","32 Park Plaza Dr, Daly City, CA 94015",37.7012836,-122.48200498220385,(650) 755-2288,https://www.yelp.com/biz/tiny-sushi-oh-baby-daly-city?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Local Tap,4.2,268,$$,"['Sports Bars', 'American', 'Sandwiches']","600 3rd St, San Francisco, CA 94107",37.7798249454073,-122.394355908036,(415) 814-2257,https://www.yelp.com/biz/local-tap-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
BAOZ,4.4,105,,"['Asian Fusion', 'Comfort Food']","1750 Cesar Chavez, Unit D, San Francisco, CA 94124",37.75097,-122.394127,(415) 992-8280,https://www.yelp.com/biz/baoz-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Umi,4.0,644,$$,"['Japanese', 'Sushi Bars']","1328 18th St, San Francisco, CA 94107",37.7627274,-122.3961661,(415) 355-1328,https://www.yelp.com/biz/umi-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Halal Guys,3.4,961,$$,"['Halal', 'Middle Eastern', 'Mediterranean']","336 O'Farrell St, San Francisco, CA 94102",37.78618467,-122.41244187,(415) 549-3454,https://www.yelp.com/biz/the-halal-guys-san-francisco-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Astra,3.9,14,,['American'],"125 Third St, San Francisco, CA 94105",37.78603,-122.40146,(415) 284-4188,https://www.yelp.com/biz/astra-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
El Mil Amores Restaurant,4.8,133,$$,"['Breakfast & Brunch', 'Mexican', 'Burgers']","2780 21st, San Francisco, CA 94110",37.75771348538558,-122.4104216641574,(415) 866-4121,https://www.yelp.com/biz/el-mil-amores-restaurant-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Uva Enoteca,3.9,998,$$,"['Italian', 'Pizza']","568 Haight St, San Francisco, CA 94117",37.7720139920712,-122.43152461946,(415) 829-2024,https://www.yelp.com/biz/uva-enoteca-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Cafe RX,4.3,145,$$,"['Breakfast & Brunch', 'Sandwiches', 'Cafes']","1013 Torney Ave, Thoreau Center in the Presidio, San Francisco, CA 94129",37.7998597379468,-122.451773239302,(415) 561-2273,https://www.yelp.com/biz/cafe-rx-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Mini Potstickers,4.1,120,,['Chinese'],"2045 Irving St, San Francisco, CA 94122",37.763325839282054,-122.48011601207791,(415) 742-4681,https://www.yelp.com/biz/mini-potstickers-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Arizmendi Bakery,4.5,2269,$,"['Bakeries', 'Pizza']","1331 9th Ave, San Francisco, CA 94122",37.7633882,-122.4664991,(415) 566-3117,https://www.yelp.com/biz/arizmendi-bakery-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Nute's,4.3,367,$$,"['Thai', 'Noodles', 'Ramen']","903 Cortland Ave, San Francisco, CA 94110",37.73908,-122.41383,(415) 260-0192,https://www.yelp.com/biz/nutes-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Thriller Social Club,4.3,202,$$,"['Bars', 'Arcades', 'New American']","508 4th St, San Francisco, CA 94107",37.7792122,-122.3981003,(415) 706-6568,https://www.yelp.com/biz/thriller-social-club-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Loltún Restaurant,4.3,22,,['Mexican'],"2471 Mission St, San Francisco, CA 94110",37.757544,-122.41874,(415) 817-1286,https://www.yelp.com/biz/lolt%C3%BAn-restaurant-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
"La Boulangerie de San Francisco, Pine",4.3,845,$,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']","2325 Pine St, San Francisco, CA 94115",37.787804,-122.434081,(415) 440-0356,https://www.yelp.com/biz/la-boulangerie-de-san-francisco-pine-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
SSAL,4.5,242,$$$$,['Korean'],"2226 Polk St, San Francisco, CA 94109",37.79728333,-122.421945,,https://www.yelp.com/biz/ssal-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Hot Sauce and Panko,4.4,1349,$$,"['Chicken Wings', 'Waffles', 'Sandwiches']","1468 Hyde St, San Francisco, CA 94109",37.794505,-122.417957,(415) 359-1908,https://www.yelp.com/biz/hot-sauce-and-panko-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
DragonEats,4.3,479,$,['Vietnamese'],"555 Folsom St, San Francisco, CA 94105",37.786299,-122.395604,(415) 795-1169,https://www.yelp.com/biz/dragoneats-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Brioche Bakery & Cafe,4.0,152,$$,"['Breakfast & Brunch', 'French', 'Wine Bars']","1640 Haight St, San Francisco, CA 94117",37.76998,-122.44933,(415) 913-7940,https://www.yelp.com/biz/brioche-bakery-and-cafe-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Q's Sandwich Shop,4.8,71,,"['Sandwiches', 'Salad', 'Soup']","258 Divisadero St, San Francisco, CA 94117",37.77152,-122.43688,(415) 757-0112,https://www.yelp.com/biz/qs-sandwich-shop-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Wolfes Lunch,4.0,142,$,"['Japanese', 'Korean', 'American']","1220 16th St, San Francisco, CA 94107",37.7663780003786,-122.39863269031,(415) 621-3684,https://www.yelp.com/biz/wolfes-lunch-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sumac,4.7,285,$$,"['Mediterranean', 'Wraps', 'Comfort Food']","1096 Union St, San Francisco, CA 94133",37.799601,-122.417303,(415) 307-6141,https://www.yelp.com/biz/sumac-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Salmon Bar Sushi and Grill,4.7,127,$$,"['Seafood', 'Japanese', 'Wine Bars']","3214 16th St, San Francisco, CA 94103",37.764926,-122.424484,(628) 213-4221,https://www.yelp.com/biz/salmon-bar-sushi-and-grill-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Kezar Pub,3.8,769,$$,"['Pubs', 'Sports Bars', 'American']","770 Stanyan St, San Francisco, CA 94117",37.7678833007812,-122.452903747559,(415) 386-9292,https://www.yelp.com/biz/the-kezar-pub-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Wabi-Sabi SF At Soma,4.7,211,$$,"['Japanese', 'Sushi Bars']","246 Ritch St, Unit 101, San Francisco, CA 94107",37.78022,-122.39582,(415) 400-4172,https://www.yelp.com/biz/wabi-sabi-sf-at-soma-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Bouche,4.3,933,$$$,['French'],"603 Bush St, San Francisco, CA 94108",37.790254,-122.407361268997,(415) 956-0396,https://www.yelp.com/biz/bouche-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Wen’s Kitchen,4.2,29,,['Szechuan'],"1150 Polk St, San Francisco, CA 94109",37.787421,-122.41988,(415) 771-6888,https://www.yelp.com/biz/wen-s-kitchen-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Pork Store Cafe,4.0,1456,$$,"['Breakfast & Brunch', 'Coffee & Tea', 'New American']","1451 Haight St, San Francisco, CA 94117",37.7699066,-122.446232,(415) 864-6981,https://www.yelp.com/biz/pork-store-cafe-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Castro Tarts,4.2,334,$,"['Vietnamese', 'Breakfast & Brunch', 'Sandwiches']","564 Castro St, San Francisco, CA 94114",37.759918,-122.435145,(415) 861-3268,https://www.yelp.com/biz/castro-tarts-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Tarragon Cafe,4.5,112,$$,['Cafes'],"200 Fillmore St, San Francisco, CA 94117",37.77139,-122.43014,(415) 624-3318,https://www.yelp.com/biz/tarragon-cafe-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Acquolina,3.9,742,$$,"['Pizza', 'Italian', 'Wine Bars']","1600 Stockton St, San Francisco, CA 94133",37.8006138590172,-122.409087941051,(415) 781-0331,https://www.yelp.com/biz/acquolina-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sam's,3.9,770,$$,"['American', 'Burgers', 'Pizza']","618 Broadway, San Francisco, CA 94133",37.79815478259952,-122.40737231570148,(415) 391-1539,https://www.yelp.com/biz/sams-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Native Burger,4.5,327,$$,['Burgers'],"3420 Geary Blvd, San Francisco, CA 94118",37.78159,-122.456,(415) 682-4197,https://www.yelp.com/biz/native-burger-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Terzo,4.2,698,$$$,"['Mediterranean', 'Tapas/Small Plates']","3011 Steiner St, San Francisco, CA 94123",37.7971,-122.43744,(415) 441-3200,https://www.yelp.com/biz/terzo-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Shoshin Sushi,4.8,74,,"['Japanese', 'Sushi Bars']","2450 Clement St, San Francisco, CA 94121",37.78222,-122.48574,(415) 386-8008,https://www.yelp.com/biz/shoshin-sushi-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Osteria Bella,4.3,155,$$,"['Italian', 'Cocktail Bars', 'Gelato']","3848 Geary Blvd, San Francisco, CA 94118",37.781462,-122.460877,(415) 221-0305,https://www.yelp.com/biz/osteria-bella-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
